Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,media views,media engagements,,,,,,,promoted impressions,promoted engagements,promoted engagement rate,promoted retweets,promoted replies,promoted likes,promoted user profile clicks,promoted url clicks,promoted hashtag clicks,promoted detail expands,promoted permalink clicks,promoted app opens,promoted app installs,promoted follows,promoted email tweet,promoted dial phone,promoted media views,promoted media engagements
1.40E+01,https://twitter.com/CountryDay/status/961689588459884546,Our Admission Application Deadline is February 15! Click here to learn more: https://t.co/hMgmbgPNAp #ccdslearning #ccds #countryday,2018-02-08 19:53 +0000,362,2,0.005524862,0,0,0,0,1,0,1,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.50E+01,https://twitter.com/CountryDay/status/961191712877146112,"@CountryDay is closed today due to weather. A decision will be made later in the day regarding any scheduled events, including meetings, arts and athletics unless specifically mentioned here. @TonyJaccaci @CCDSHirsch @jencaquino1 @SSLuebbers @daperfecttab",2018-02-07 10:55 +0000,538,30,0.055762082,1,0,7,9,0,0,13,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.60E+01,https://twitter.com/CountryDay/status/960944128531075074,"See what Kaitlyn Morgan, Country Day '10 has been up to! Click here: https://t.co/pnCrD90yZ8 https://t.co/sANFjb6KIQ",2018-02-06 18:31 +0000,622,34,0.054662379,1,0,3,0,13,0,1,16,16,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.70E+01,https://twitter.com/CountryDay/status/960876132626153472,"Hop on over to @Country Day on INSTAGRAM to see our Prekindergarten program through the eyes of Cincinnati’s most famous class pet, Lola the Bunny #takeovertuesday #classpet @lolaclassbunny @TonyJaccaci @jencaquino1",2018-02-06 14:01 +0000,579,22,0.037996546,1,0,6,7,0,0,8,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.80E+01,https://twitter.com/CountryDay/status/960550810009657344,@CountryDay 8th graders teach 4th graders the art of tapping a Maple tree on our 62-acre campus. #CCDSLearning #CCDSGreen @TonyJaccaci @CCDSHirsch @jencaquino1 @daperfecttablet @CCDSEnvCouncil @Jmeb96 @ABKellenberger @ThomasWLangloi1 @COMPUDUCATION @cincy,2018-02-05 16:28 +0000,1360,70,0.051470588,4,0,14,9,4,1,5,33,33,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.90E+01,https://twitter.com/CountryDay/status/958018602120171520,1994 @CountryDay grads Aaron &amp; Bryce Dessner and their band @TheNational won at the #GRAMMYs last night for best alternative album. CONGRATS! @TonyJaccaci @CCDSHirsch @SSLuebbers  @jencaquino1 https://t.co/LY0QzM78GH,2018-01-29 16:46 +0000,881,64,0.072644722,3,0,19,2,9,1,30,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2.00E+01,https://twitter.com/CountryDay/status/957054152038928385,@CountryDay off to a fast start. 24-11 lead near end of 1st qtr. @TonyJaccaci @CCDSHirsch @SSLuebbers @CCDSathletics @jencaquino1 @daperfecttablet https://t.co/uI6PcRPOM7,2018-01-27 00:54 +0000,664,42,0.063253012,1,0,4,2,1,0,2,32,32,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2.10E+01,https://twitter.com/CountryDay/status/957042658953883650,Congrats @CountryDay #HallofFame Class of 2018! @TonyJaccaci @CCDSHirsch @CCDSathletics @SSLuebbers @daperfecttablet @jencaquino1 https://t.co/sLUF2F1EQT,2018-01-27 00:08 +0000,1105,87,0.078733032,2,0,13,3,0,0,6,380,63,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2.20E+01,https://twitter.com/CountryDay/status/957021775312846848,"@CountryDay Athletic Hall of Fame celebration is underway! Congrats to our 2018 inductees. Jeff Bahl, Brad Buck, Park Gilmore, Hans Schroeder, Sydney Stoehr Whedon @TonyJaccaci @CCDSathletics @CCDSHirsch https://t.co/K7O2KuYjZB",2018-01-26 22:45 +0000,535,51,0.095327103,0,0,4,2,1,0,0,44,44,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2.30E+01,https://twitter.com/CountryDay/status/956328334744604678,#ExcitingNight #ExcitingTimes @CountryDay State of the School. Fantastic community event. Learned of great progress on #CountryDayFORWARD &amp; exciting update on the Leonard Athletic Facility. #ThankYou CCDS community! @TonyJaccaci @CCDSHirsch @SSLuebbers @jencaquino1 @CCDSathletics https://t.co/VH0GEpHs6B,2018-01-25 00:50 +0000,1388,191,0.137608069,5,0,15,35,5,3,15,113,113,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2.40E+01,https://twitter.com/CountryDay/status/956226987986767872,"REMINDER: Tonight is the State of the School at 6:15. Join us to hear Head of School Tony Jaccaci discuss our curricular enhancements that are part of our 5-year strategic plan, Country Day FORWARD &amp; the exciting things to come! This event will take place in Keeler Theater. #ccds",2018-01-24 18:07 +0000,1180,20,0.016949153,2,0,2,13,0,0,3,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2.50E+01,https://twitter.com/CountryDay/status/955454646398668801,"Teachers reflect on their daily practices and make tweaks to their teaching styles, but students should be reflecting on their actions and work, too. Here are 7 tips for reflection &amp; empowerment. #ccdslearning https://t.co/FtSjzzbh0K",2018-01-22 14:58 +0000,539,12,0.022263451,0,0,1,3,0,1,7,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2.60E+01,https://twitter.com/CountryDay/status/954476070408945665,@CountryDay seniors took Kindergarten and Pre-K students sled riding at lunch on #MountCountryDay. Part of the advantage of having students from Early Childhood through Grade 12 on the same beautiful 62-acre campus. The students had a blast! @TonyJaccaci ,2018-01-19 22:10 +0000,921,121,0.131378936,3,0,16,6,7,0,11,78,78,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2.70E+01,https://twitter.com/CountryDay/status/954048542154387456,"Next Wednesday is CCDS’ Annual State of the School! Join us at 5:30 p.m. for our community dinner, followed by the State of the School at 6:15 p.m. RSVP here: https://t.co/ocXpFitDwi #ccds #SOS",2018-01-18 17:51 +0000,680,22,0.032352941,2,0,2,8,4,0,6,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2.80E+01,https://twitter.com/CountryDay/status/953269437003681792,Congratulations to all of our newly accepted @CountryDay students for the 2018-2019 school year! @TonyJaccaci @jencaquino1 @SSLuebbers @CCDSHirsch,2018-01-16 14:15 +0000,491,8,0.016293279,0,0,8,0,0,0,0,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2.90E+01,https://twitter.com/CountryDay/status/953216493868802048,"@CountryDay is delayed two-hours (1/16/18) due to poor weather conditions overnight.
MS &amp; US begin at 10:15 a.m. 
LS begins at 10:30 a.m.
See https://t.co/JvcZoqs0pd for details. @TonyJaccaci @SSLuebbers @CCDSHirsch @jencaquino1 @CCDSathletics",2018-01-16 10:44 +0000,771,47,0.060959792,2,0,2,14,10,0,19,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3.00E+01,https://twitter.com/CountryDay/status/952922982476894208,Our Admission Application Deadline is February 15! Click here to learn more: https://t.co/hMgmbgPNAp #ccdslearning #ccds #countryday,2018-01-15 15:18 +0000,382,4,0.010471204,0,0,1,1,1,0,1,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3.10E+01,https://twitter.com/CountryDay/status/951824799260729344,UPDATED BUS INFORMATION: @CountryDay will dismiss early today at  1:00 p.m. Visit https://t.co/JvcZoqs0pd for updated busing information. @TonyJaccaci @SSLuebbers @jencaquino1 @daperfecttablet @CCDSathletics @Jmeb96 @patdunn58 @COMPUDUCATION,2018-01-12 14:34 +0000,638,6,0.009404389,1,0,0,3,2,0,0,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3.20E+01,https://twitter.com/CountryDay/status/951811415089741824,"Join Dr. Sameer Hinduja at CCDS on Thursday, February 8 at 6:30 p.m. to discuss how our children can be safe, social and aware when engaging with technology and social media. RSVP at https://t.co/UYA8yV6AfR
#ccds #ccdslearning #paspeaker https://t.co/NUWXXsiXeo",2018-01-12 13:41 +0000,491,20,0.040733198,0,0,3,1,2,0,7,7,7,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3.30E+01,https://twitter.com/CountryDay/status/951460874216202240,"Country Day Alumni, mark your calendars! Please RSVP to attend our Country Day Athletic Hall of Fame celebration and support our honorees on January 26, 5:30 – 7:30 p.m. in the Middle School Commons. RSVP to Christine Richart ‘10 at richartc@countryday.net or 513.979.0237.",2018-01-11 14:28 +0000,432,3,0.006944444,1,0,0,2,0,0,0,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3.40E+01,https://twitter.com/CountryDay/status/950803979616882688,Get to know CCDS student Patrick Magarian ‘18! He can name all 197 countries in the world and is making plans for life after CCDS. Read more: (link to Facebook post) #ccds #studentspotlight https://t.co/eSa6fMIiCz,2018-01-09 18:58 +0000,1295,149,0.115057915,3,0,13,6,1,6,23,97,97,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3.50E+01,https://twitter.com/CountryDay/status/950766337349115907,@CountryDay Head of School @TonyJaccaci meets with young alum #Entrepreneures who returned for #SeniorSeminars - a program to talk to CCDS seniors about what lies ahead. @SSLuebbers https://t.co/9BJZgKIXEL,2018-01-09 16:28 +0000,447,41,0.091722595,0,0,3,1,2,2,0,33,33,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3.60E+01,https://twitter.com/CountryDay/status/950714086563762177,Welcome back! We hope you enjoyed the break (+ an extra weather day). We are excited to kick-off 2018! @CountryDay @CCDSHirsch @TonyJaccaci @jencaquino1 @SSLuebbers,2018-01-09 13:01 +0000,388,7,0.018041237,0,0,5,0,0,0,2,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3.70E+01,https://twitter.com/CountryDay/status/950366752629837832,UPDATE: @CountryDay is closed today A decision will be made later in the day regarding any scheduled events. @TonyJaccaci @SSLuebbers @jencaquino1 @CCDSHirsch @daperfecttablet,2018-01-08 14:01 +0000,753,42,0.055776892,3,0,6,8,0,0,25,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3.80E+01,https://twitter.com/CountryDay/status/950320339971690496,"@CountryDay is delayed two hours this morning. MS &amp; US begin at 10:15 &amp; LS at 10:30 a.m.
LS: No early morning supervision - students should not arrive b/4 10 a.m. LS carline will be from 10 - 10:30 Details: https://t.co/hVPSa0y8w1 @TonyJaccaci @je",2018-01-08 10:56 +0000,879,49,0.055745165,2,0,2,18,2,0,25,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3.90E+01,https://twitter.com/CountryDay/status/949391023813390338,See what CCDS alum + Athletic Hall of Fame Inductee Jeff Bahl ‘98 has been up to since graduating from Country Day! https://t.co/zrkrqUBVij … #ccds #alumnispotlight https://t.co/aoC2x9Aumh,2018-01-05 21:23 +0000,545,32,0.058715596,0,0,1,0,12,2,7,10,10,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4.00E+01,https://twitter.com/CountryDay/status/949310765768564736,Check out the blog from @CountryDay Upper School #Mathteacher Jamie Back @Jmeb96 - Technical Computing Software in High School Math https://t.co/ismjp4SsVZ @SSLuebbers @TonyJaccaci @ThomasWLangloi1 @daperfecttablet @gamingthepast,2018-01-05 16:04 +0000,1079,27,0.02502317,3,0,9,5,6,0,4,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4.10E+01,https://twitter.com/CountryDay/status/948934612885168131,"Plan to join us for the Community Swim on Fri, Jan 5 to kick-off the new year. RSVP at https://t.co/e0Kj9b8Ide @CountryDay @SSLuebbers @TonyJaccaci @jencaquino1 @CCDSHirsch",2018-01-04 15:10 +0000,517,9,0.017408124,0,0,1,4,4,0,0,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4.20E+01,https://twitter.com/CountryDay/status/948584282292932608,Our Admission Application Deadline is February 15! Click here to learn more: https://t.co/hMgmbgPNAp #ccdslearning #ccds #countryday,2018-01-03 15:58 +0000,572,9,0.015734266,0,0,2,0,4,1,2,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4.30E+01,https://twitter.com/CountryDay/status/948265644532948993,"The US Diversity Club brought smiles to Pleasant Ridge Montessori students when they delivered 270 coats + 40 hats, gloves &amp; scarves. The warm clothing, which was distributed to Pleasant Ridge families, was donated through the club's school-wide Coats for Kids drive. #ICYMI https://t.co/LsANVLjYBR",2018-01-02 18:52 +0000,4308,102,0.02367688,3,0,16,2,1,0,19,61,61,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4.40E+01,https://twitter.com/CountryDay/status/947692660441124866,"2017 was a fabulous year! We can’t wait to see what is in store for 2018. Have a safe and happy New Year! Plan to join us for the Community Swim on Fri, Jan 5 to kick-off the new year. RSVP at https://t.co/e0Kj9b8Ide  @CountryDay @SSLuebbers @TonyJaccaci @jencaquino1 @CCDSHirsch https://t.co/dpwVcA6BLo",2018-01-01 04:55 +0000,1094,45,0.041133455,3,0,13,9,5,0,12,164,3,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4.50E+01,https://twitter.com/CountryDay/status/946793225452388353,"We can’t have CCDS without you!  Contribute to our annual fund and help CCDS continue to attract, retain, and develop the best educators and students.  https://t.co/APz8QOzCdW  #CCDS #countryday #ccdsannualfund",2017-12-29 17:21 +0000,666,12,0.018018018,0,0,0,5,2,3,2,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4.60E+01,https://twitter.com/CountryDay/status/945467141507178496,#HappyHolidays from all of your friends @CountryDay @CCDSHirsch @TonyJaccaci @jencaquino1 @CCDSathletics @CCDSEnvCouncil @CCDSTheatre @daperfecttablet @SSLuebbers,2017-12-26 01:31 +0000,1016,21,0.020669291,1,0,11,4,0,0,5,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4.70E+01,https://twitter.com/CountryDay/status/944233806151782400,#ICYMI: CCDS students completed impressive internships over the summer and shared their experiences with us at the Summer Internship Showcase. See what they had to say about their experiences here: https://t.co/AoyV19Brc1,2017-12-22 15:50 +0000,613,10,0.016313214,1,0,0,3,5,0,1,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4.80E+01,https://twitter.com/CountryDay/status/943974416043728896,"Meet Gertrude Lazarus, CCDS '27! Gertrude's favorite subjects are Art and Math and she loves all of the nice teachers at CCDS! She enjoys both Graeter's &amp; Aglamesis and is named after her great-grandmother. #StudentSpotlight #CCDS https://t.co/rGbAP0LDKT",2017-12-21 22:40 +0000,748,45,0.060160428,0,0,9,4,0,0,4,28,28,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4.90E+01,https://twitter.com/CountryDay/status/943549402945327107,"#WisdomWednesday: “The function of education is to teach one to think intensively and to think critically. Intelligence plus character - that is the goal of true education.” 
– Martin Luther King Jr. #CCDS #countryday #ccdslearning",2017-12-20 18:31 +0000,613,11,0.017944535,0,0,8,0,0,0,3,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.00E+01,https://twitter.com/CountryDay/status/941681750551474177,"Today marks that last day of the 2nd quarter! Best of luck to all our students during their exams next week! If you need a little help studying, here are some great strategies to keep in mind from the Princeton Review: https://t.co/P3mxKgO33l #ccdslearning",2017-12-15 14:49 +0000,658,21,0.031914894,1,0,4,2,10,0,4,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.10E+01,https://twitter.com/CountryDay/status/940692245635887104,Get in the holiday spirit and visit one of the spectacular light displays in the Cincinnati area. Check out these activities for your entire family to enjoy: https://t.co/7uEoEy4FQx  #CCDS #countryday,2017-12-12 21:18 +0000,527,12,0.022770398,0,0,2,1,6,0,3,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.20E+01,https://twitter.com/CountryDay/status/938870738081153024,"Support core activities, program enrichment, and school development by giving to our Annual Fund. Contribute to maintaining Country Day’s level of excellence in education.  Read here to learn about giving: https://t.co/APz8QOzCdW  #CCDS #ccdsannualfund",2017-12-07 20:40 +0000,663,6,0.009049774,1,0,3,0,0,1,1,0,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5.30E+01,https://twitter.com/CountryDay/status/938534257139552256,"See what Brad Buck, Country Day ’87 + Athletic Hall of Fame Inductee has been up to since graduating from CCDS! Click here: https://t.co/DwR04o6HoW #AlumniSpotlight #AthleticHOF #CCDS #CountryDay https://t.co/5so7mrRSuz",2017-12-06 22:22 +0000,498,19,0.03815261,0,0,3,0,5,0,0,11,11,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
